Country Name,Country Code,Region,Year,gdp_per_capita,life_expectancy,birth_rate,fertility_rate,population_total,population_growth,urban_population_pct,school_enrollment_secondary,school_enrollment_primary,health_expenditure_per_capita,labor_force_participation,exports_pct_gdp
Kiribati,KIR,Pacific,2014,1736.71,65.87,29.31,3.52,115326.0,1.3,50.39,,109.12,155.39,,12.03
Kiribati,KIR,Pacific,2015,1639.85,65.83,28.86,3.44,116815.0,1.28,50.95,,105.43,118.33,,13.96
Kiribati,KIR,Pacific,2016,1742.67,65.8,28.51,3.38,118478.0,1.41,51.77,,108.73,157.73,,16.62
Kiribati,KIR,Pacific,2017,1853.05,65.79,28.28,3.34,120275.0,1.51,52.97,,103.3,179.58,,13.26
Kiribati,KIR,Pacific,2018,1912.74,65.81,28.11,3.32,122084.0,1.49,54.5,,,208.74,,9.05
Kiribati,KIR,Pacific,2019,1751.0,65.87,27.83,3.29,123921.0,1.49,56.28,,,177.93,,14.98
Kiribati,KIR,Pacific,2020,1751.78,65.2,27.36,3.25,126099.0,1.74,58.41,,105.72,239.24,,10.42
Kiribati,KIR,Pacific,2021,2222.05,64.15,26.91,3.22,128377.0,1.79,59.64,87.14,103.69,263.1,,3.77
Kiribati,KIR,Pacific,2022,2069.77,66.27,26.4,3.18,130469.0,1.62,60.57,88.69,102.16,217.68,,7.6
Kiribati,KIR,Pacific,2023,2177.7,66.47,25.81,3.15,132530.0,1.57,61.52,94.74,97.37,238.13,,5.92
Marshall Islands,MHL,Pacific,2005,2658.65,64.11,37.19,4.28,51906.0,0.22,70.62,73.76,105.96,490.6,,32.74
Marshall Islands,MHL,Pacific,2006,2754.27,64.21,36.55,4.2,51992.0,0.17,71.21,79.18,105.28,613.3,,25.16
Marshall Islands,MHL,Pacific,2007,2892.28,64.26,35.59,4.09,52035.0,0.08,71.79,82.46,101.76,485.02,,26.1
Marshall Islands,MHL,Pacific,2008,2817.61,64.3,34.33,3.97,52030.0,-0.01,72.37,84.75,102.19,536.23,,29.38
Marshall Islands,MHL,Pacific,2009,2906.63,64.4,32.79,3.83,52019.0,-0.02,72.91,83.87,102.75,543.68,,27.86
Marshall Islands,MHL,Pacific,2010,3095.46,64.5,30.94,3.67,52044.0,0.05,73.41,,,548.6,,36.09
Marshall Islands,MHL,Pacific,2011,3319.4,64.64,29.22,3.53,51907.0,-0.26,73.86,,105.39,376.39,,51.25
Marshall Islands,MHL,Pacific,2012,3514.27,64.78,27.71,3.38,51419.0,-0.94,74.27,,,410.5,,54.77
Marshall Islands,MHL,Pacific,2013,3677.91,64.95,26.4,3.25,50681.0,-1.45,74.68,,,445.42,,51.15
Marshall Islands,MHL,Pacific,2014,3735.24,65.11,25.7,3.18,49796.0,-1.76,75.08,,,449.91,,49.62
Marshall Islands,MHL,Pacific,2015,3764.34,65.29,25.16,3.13,48800.0,-2.02,75.47,83.17,106.64,557.35,,44.24
Marshall Islands,MHL,Pacific,2016,4229.81,65.48,24.72,3.09,47709.0,-2.26,75.85,84.97,104.85,619.36,,36.49
Marshall Islands,MHL,Pacific,2017,4592.83,65.67,24.39,3.06,46529.0,-2.5,76.23,,,553.06,,39.11
Marshall Islands,MHL,Pacific,2018,4858.12,65.87,24.07,3.04,45285.0,-2.71,76.59,,,702.84,,39.73
Marshall Islands,MHL,Pacific,2019,5292.34,66.05,23.74,3.01,44007.0,-2.86,76.94,92.65,109.18,793.67,,37.06
Marshall Islands,MHL,Pacific,2020,5661.97,65.39,23.44,2.99,42706.0,-3.0,77.29,92.97,108.45,687.02,,35.49
Marshall Islands,MHL,Pacific,2021,6315.31,65.42,23.18,2.96,41367.0,-3.19,77.62,94.73,111.78,782.16,,45.98
Marshall Islands,MHL,Pacific,2022,6455.66,66.72,21.99,2.94,40077.0,-3.17,77.99,83.11,108.98,859.05,,39.98
Marshall Islands,MHL,Pacific,2023,6793.24,66.94,21.14,2.92,38827.0,-3.17,78.36,89.55,107.11,894.22,,38.57
Micronesia,FSM,Pacific,2005,2207.17,64.91,28.39,3.6,111412.0,-0.46,22.33,87.25,110.22,397.92,,17.08
Micronesia,FSM,Pacific,2006,2244.97,64.86,27.76,3.51,110729.0,-0.61,22.33,,,245.42,,18.5
Micronesia,FSM,Pacific,2007,2293.51,64.84,27.1,3.44,109880.0,-0.77,22.32,,109.7,258.65,,23.01
Micronesia,FSM,Pacific,2008,2369.51,64.85,26.41,3.37,108936.0,-0.86,22.31,,,289.5,,23.63
Micronesia,FSM,Pacific,2009,2544.11,64.86,25.82,3.31,107957.0,-0.9,22.3,,,325.57,,22.21
Micronesia,FSM,Pacific,2010,2702.61,64.89,25.21,3.27,107540.0,-0.39,22.29,,,361.97,,24.08
Micronesia,FSM,Pacific,2011,2848.7,64.97,24.74,3.22,107698.0,0.15,22.29,,,378.15,,25.1
Micronesia,FSM,Pacific,2012,2992.29,65.08,24.37,3.18,107890.0,0.18,22.29,,,372.1,,30.36
Micronesia,FSM,Pacific,2013,2893.13,65.18,24.03,3.13,108121.0,0.21,22.3,,95.03,354.82,,30.69
Micronesia,FSM,Pacific,2014,2896.73,65.29,23.78,3.09,108396.0,0.25,22.3,,97.31,345.02,,32.48
Micronesia,FSM,Pacific,2015,2853.08,65.31,23.57,3.05,108716.0,0.29,22.31,,93.57,362.28,,27.73
Micronesia,FSM,Pacific,2016,2979.6,65.58,23.35,3.0,109075.0,0.33,22.32,,94.08,399.77,,28.31
Micronesia,FSM,Pacific,2017,3279.11,65.76,23.17,2.96,109481.0,0.37,22.33,,94.22,409.12,,30.64
Micronesia,FSM,Pacific,2018,3566.59,65.94,23.06,2.92,109909.0,0.39,22.34,,96.29,428.01,,36.48
Micronesia,FSM,Pacific,2019,3572.66,66.2,22.89,2.88,110282.0,0.34,22.36,,94.36,425.28,,26.65
Micronesia,FSM,Pacific,2020,3362.03,65.88,22.69,2.85,110916.0,0.57,22.38,,87.42,403.04,,17.16
Micronesia,FSM,Pacific,2021,3508.22,66.15,22.69,2.82,111624.0,0.64,22.39,,87.4,399.44,,20.17
Micronesia,FSM,Pacific,2022,3710.12,66.96,22.51,2.78,112114.0,0.44,22.41,,87.11,468.54,,21.16
Micronesia,FSM,Pacific,2023,3919.64,67.2,22.3,2.75,112630.0,0.46,22.43,,82.15,507.78,,27.63
Nauru,NRU,Pacific,2005,2992.4,59.36,28.45,3.38,10049.0,-0.11,100.0,42.55,121.37,328.93,,
Nauru,NRU,Pacific,2006,2910.14,59.41,29.08,3.4,10034.0,-0.15,100.0,57.97,96.94,363.46,,
Nauru,NRU,Pacific,2007,2272.15,59.49,30.41,3.5,10020.0,-0.14,100.0,50.51,88.72,586.82,,
Nauru,NRU,Pacific,2008,3756.85,59.68,32.27,3.66,10009.0,-0.11,100.0,61.96,92.89,809.66,,90.48
Nauru,NRU,Pacific,2009,4410.57,59.85,34.27,3.85,10016.0,0.07,100.0,,,575.4,,83.33
Nauru,NRU,Pacific,2010,4735.92,60.07,36.1,4.02,10043.0,0.27,100.0,,,626.21,,51.85
Nauru,NRU,Pacific,2011,6444.04,60.29,36.8,4.12,10098.0,0.55,100.0,,,672.28,,62.12
Nauru,NRU,Pacific,2012,9842.77,60.53,36.14,4.12,10267.0,1.66,100.0,83.11,98.79,873.82,,68.37
Nauru,NRU,Pacific,2013,8974.52,60.7,35.34,4.1,10517.0,2.41,100.0,,,808.11,,101.09
Nauru,NRU,Pacific,2014,9230.05,60.83,34.69,4.08,10742.0,2.12,100.0,83.92,109.66,736.0,,99.07
Nauru,NRU,Pacific,2015,7747.26,60.9,34.22,4.08,10954.0,1.95,100.0,,99.08,973.31,,71.57
Nauru,NRU,Pacific,2016,8748.16,61.0,33.58,4.03,11150.0,1.77,100.0,78.67,112.51,978.48,,72.39
Nauru,NRU,Pacific,2017,9656.98,61.1,32.24,3.88,11324.0,1.55,100.0,,,1127.48,,60.0
Nauru,NRU,Pacific,2018,11413.75,61.24,30.66,3.68,11477.0,1.34,100.0,,,1220.08,,54.71
Nauru,NRU,Pacific,2019,10801.77,61.39,29.58,3.53,11587.0,0.95,100.0,86.11,104.8,1213.87,,60.4
Nauru,NRU,Pacific,2020,10709.07,61.53,28.66,3.47,11643.0,0.48,100.0,80.24,102.26,1270.53,,43.58
Nauru,NRU,Pacific,2021,14979.1,61.33,27.79,3.42,11709.0,0.57,100.0,,,1636.46,,30.82
Nauru,NRU,Pacific,2022,12911.91,61.93,26.61,3.38,11801.0,0.78,100.0,92.78,101.39,2264.07,,53.81
Nauru,NRU,Pacific,2023,12752.47,62.11,25.5,3.33,11875.0,0.63,100.0,90.1,109.9,2292.37,,43.47
New Caledonia,NCL,Pacific,2005,25528.29,74.87,18.1,2.23,244381.0,1.45,63.92,,,,64.7,21.47
New Caledonia,NCL,Pacific,2006,28193.25,75.02,18.03,2.24,247547.0,1.29,64.75,,,,64.63,23.89
New Caledonia,NCL,Pacific,2007,35177.65,75.18,17.64,2.22,250725.0,1.28,65.62,,,,64.59,27.38
New Caledonia,NCL,Pacific,2008,35723.9,75.4,17.34,2.2,253825.0,1.23,66.33,,,,64.47,18.55
New Caledonia,NCL,Pacific,2009,33836.49,75.68,17.01,2.19,257250.0,1.34,66.66,,,,64.34,15.4
New Caledonia,NCL,Pacific,2010,35798.91,75.99,16.77,2.19,261582.0,1.67,66.7,,,,64.33,20.2
New Caledonia,NCL,Pacific,2011,38835.94,76.32,16.83,2.2,266543.0,1.88,66.73,,,,64.27,20.09
New Caledonia,NCL,Pacific,2012,35559.57,76.61,16.79,2.2,271633.0,1.89,66.74,,,,64.17,17.76
New Caledonia,NCL,Pacific,2013,36671.16,76.87,16.44,2.17,276822.0,1.89,66.76,,,,64.06,15.72
New Caledonia,NCL,Pacific,2014,37816.96,77.05,16.03,2.12,281224.0,1.58,66.78,,,,63.9,18.59
New Caledonia,NCL,Pacific,2015,30858.72,77.21,15.74,2.08,283168.0,0.69,66.83,,,,62.69,18.07
New Caledonia,NCL,Pacific,2016,30782.85,77.36,15.67,2.08,283423.0,0.09,66.89,,,,61.45,19.27
New Caledonia,NCL,Pacific,2017,32354.71,77.5,15.33,2.04,283546.0,0.04,66.97,,,,60.2,21.01
New Caledonia,NCL,Pacific,2018,34902.9,77.56,15.23,2.04,283541.0,-0.0,67.06,,,,58.94,20.99
New Caledonia,NCL,Pacific,2019,33411.34,77.26,15.18,2.05,283606.0,0.02,67.16,,,,57.65,18.33
New Caledonia,NCL,Pacific,2020,33270.33,77.05,14.9,2.02,284176.0,0.2,67.27,,,,57.68,18.05
New Caledonia,NCL,Pacific,2021,35311.55,77.11,14.75,2.01,285214.0,0.36,67.41,,,,57.37,14.15
New Caledonia,NCL,Pacific,2022,33516.36,77.7,14.5,2.0,287123.0,0.67,67.57,,,,57.59,15.38
New Caledonia,NCL,Pacific,2023,33701.89,78.77,14.26,1.98,289870.0,0.95,67.75,,,,57.25,16.94
New Zealand,NZL,Pacific,2005,27751.07,79.85,13.96,1.97,4133900.0,1.13,85.93,119.56,99.83,2295.37,67.19,28.29
New Zealand,NZL,Pacific,2006,26654.59,80.05,14.14,2.01,4184600.0,1.22,85.94,117.91,99.6,2304.07,67.74,29.61
New Zealand,NZL,Pacific,2007,32479.98,80.15,15.15,2.18,4223800.0,0.93,85.93,119.57,99.46,2705.66,68.01,29.27
New Zealand,NZL,Pacific,2008,31324.74,80.35,15.1,2.19,4259800.0,0.85,85.91,118.05,99.33,2708.66,67.97,32.01
New Zealand,NZL,Pacific,2009,28276.73,80.7,14.53,2.13,4302600.0,1.0,85.89,125.81,99.06,2582.28,67.75,28.67
New Zealand,NZL,Pacific,2010,33761.9,80.9,14.68,2.17,4350700.0,1.11,85.86,119.13,99.03,3072.74,67.54,30.2
New Zealand,NZL,Pacific,2011,38431.78,81.16,14.0,2.09,4384000.0,0.76,85.82,118.26,99.07,3501.22,67.9,30.36
New Zealand,NZL,Pacific,2012,40053.7,81.41,13.87,2.1,4408100.0,0.55,85.78,116.83,98.88,3682.94,67.64,28.8
New Zealand,NZL,Pacific,2013,43000.46,81.4,13.2,2.01,4442100.0,0.77,85.71,115.65,98.88,3833.82,67.41,28.8
New Zealand,NZL,Pacific,2014,44618.27,81.46,12.67,1.92,4516500.0,1.66,85.51,116.08,98.65,3997.43,68.31,27.95
New Zealand,NZL,Pacific,2015,38665.37,81.61,13.23,1.99,4609400.0,2.04,85.15,114.89,98.54,3433.6,68.4,27.93
New Zealand,NZL,Pacific,2016,40113.72,81.66,12.6,1.87,4714100.0,2.25,84.69,113.69,98.58,3516.93,69.55,26.61
New Zealand,NZL,Pacific,2017,42950.38,81.86,12.38,1.81,4813600.0,2.09,84.17,112.94,98.48,3702.1,70.48,27.56
New Zealand,NZL,Pacific,2018,43257.08,81.71,11.84,1.71,4900600.0,1.79,83.8,112.41,98.55,3706.8,70.51,27.87
New Zealand,NZL,Pacific,2019,42855.83,82.06,11.96,1.72,4970300.0,1.41,83.8,120.27,98.25,3679.6,70.17,27.33
New Zealand,NZL,Pacific,2020,41997.78,82.26,11.32,1.61,5072400.0,2.03,83.81,116.89,97.54,3887.71,69.86,21.7
New Zealand,NZL,Pacific,2021,49950.43,82.21,11.48,1.64,5084600.0,0.24,83.83,117.6,97.92,4749.04,70.4,22.31
New Zealand,NZL,Pacific,2022,49099.71,81.96,11.49,1.66,5081700.0,-0.06,83.85,114.77,96.56,5138.34,70.93,24.05
New Zealand,NZL,Pacific,2023,49075.96,83.0,10.86,1.56,5200000.0,2.3,83.89,113.4,96.87,4997.24,71.5,23.72
Northern Mariana Islands,MNP,Pacific,2005,17015.75,77.31,22.96,2.26,62354.0,-2.51,90.58,,,,,95.85
Northern Mariana Islands,MNP,Pacific,2006,16314.56,77.69,24.49,2.61,60682.0,-2.72,90.65,,,,,83.74
Northern Mariana Islands,MNP,Pacific,2007,15914.22,77.86,24.23,2.79,58941.0,-2.91,90.73,,,,,66.84
Northern Mariana Islands,MNP,Pacific,2008,16430.45,77.94,22.75,2.82,57150.0,-3.09,90.8,,,,,51.97
Northern Mariana Islands,MNP,Pacific,2009,14369.63,77.9,20.62,2.74,55325.0,-3.25,90.87,,,,,39.25
Northern Mariana Islands,MNP,Pacific,2010,14771.4,77.8,20.67,2.98,54091.0,-2.26,90.95,,,,,41.93
Northern Mariana Islands,MNP,Pacific,2011,13598.72,77.69,21.41,3.21,53608.0,-0.9,91.03,,,,,43.48
Northern Mariana Islands,MNP,Pacific,2012,14013.6,77.57,21.78,3.33,53234.0,-0.7,91.1,,,,,50.8
Northern Mariana Islands,MNP,Pacific,2013,14632.85,77.45,22.78,3.54,52758.0,-0.9,91.18,,,,,52.07
Northern Mariana Islands,MNP,Pacific,2014,15945.42,77.38,21.46,3.37,52178.0,-1.11,91.25,,,,,52.52
Northern Mariana Islands,MNP,Pacific,2015,17665.1,77.36,19.79,3.13,51514.0,-1.28,91.33,,,,,52.97
Northern Mariana Islands,MNP,Pacific,2016,24225.47,77.39,18.37,2.92,50773.0,-1.45,91.4,,,,,71.71
Northern Mariana Islands,MNP,Pacific,2017,31225.6,77.47,17.32,2.76,49959.0,-1.62,91.47,,,,,69.29
Northern Mariana Islands,MNP,Pacific,2018,26509.36,77.51,16.56,2.64,49077.0,-1.78,91.54,,,,,50.73
Northern Mariana Islands,MNP,Pacific,2019,24496.67,77.84,16.03,2.56,48129.0,-1.95,91.62,,,,,42.49
Northern Mariana Islands,MNP,Pacific,2020,18220.84,78.03,15.49,2.49,47528.0,-1.26,91.69,,,,,14.78
Northern Mariana Islands,MNP,Pacific,2021,19455.5,78.16,14.82,2.44,46979.0,-1.16,91.78,,,,,6.02
Northern Mariana Islands,MNP,Pacific,2022,23785.75,78.53,13.81,2.39,46078.0,-1.94,91.88,,,,,22.26
Northern Mariana Islands,MNP,Pacific,2023,,78.81,12.92,2.35,45143.0,-2.05,91.98,,,,,
Palau,PLW,Pacific,2005,9635.28,66.22,13.94,2.02,19819.0,-0.01,77.57,97.34,109.53,810.1,,42.81
Palau,PLW,Pacific,2006,9881.66,66.63,13.81,2.0,19593.0,-1.15,78.31,100.89,107.81,852.01,,45.43
Palau,PLW,Pacific,2007,10402.54,67.11,13.74,1.97,19302.0,-1.5,79.02,101.12,107.82,897.35,,42.6
Palau,PLW,Pacific,2008,10577.5,67.56,13.68,1.95,19009.0,-1.53,79.66,,,880.84,,46.23
Palau,PLW,Pacific,2009,10147.77,67.99,13.65,1.94,18709.0,-1.59,80.22,,,947.13,,41.74
Palau,PLW,Pacific,2010,10221.92,68.35,13.65,1.94,18396.0,-1.69,80.66,,,1093.31,,45.44
Palau,PLW,Pacific,2011,10993.6,68.64,13.8,1.96,18078.0,-1.74,80.97,,,1072.56,,51.39
Palau,PLW,Pacific,2012,12137.17,68.86,13.99,2.01,17765.0,-1.75,81.13,,,1239.99,,55.66
Palau,PLW,Pacific,2013,12698.92,68.98,14.02,2.05,17648.0,-0.66,81.08,106.16,116.4,1399.3,,54.98
Palau,PLW,Pacific,2014,13863.45,69.06,13.36,2.03,17715.0,0.38,80.73,108.38,112.72,1481.36,,55.27
Palau,PLW,Pacific,2015,16154.05,69.07,12.58,2.0,17770.0,0.31,80.39,,,1554.91,,52.92
Palau,PLW,Pacific,2016,17150.48,69.05,12.74,2.06,17797.0,0.15,80.11,,,1704.62,,47.9
Palau,PLW,Pacific,2017,16401.78,69.02,12.44,2.02,17812.0,0.08,79.83,,,1775.33,,45.29
Palau,PLW,Pacific,2018,16166.97,68.99,12.0,1.97,17814.0,0.01,79.55,,,1809.22,,42.81
Palau,PLW,Pacific,2019,15846.8,68.98,11.92,1.98,17798.0,-0.09,79.28,,,1928.92,,38.31
Palau,PLW,Pacific,2020,14708.21,68.69,11.62,1.97,17792.0,-0.03,79.08,160.8,105.47,1938.34,,23.08
Palau,PLW,Pacific,2021,13009.25,68.56,11.38,1.95,17783.0,-0.05,79.09,102.28,108.99,1931.31,,6.71
Palau,PLW,Pacific,2022,13729.76,68.92,11.12,1.93,17759.0,-0.14,79.11,89.05,92.01,2077.73,,15.67
Palau,PLW,Pacific,2023,15610.82,69.27,10.9,1.91,17727.0,-0.18,79.15,97.29,100.72,1683.85,,26.28
Papua New Guinea,PNG,Pacific,2005,744.49,61.87,32.81,4.22,6535905.0,3.23,13.07,,57.03,27.5,48.62,
Papua New Guinea,PNG,Pacific,2006,1238.18,62.02,32.36,4.15,6747720.0,3.19,13.05,,55.56,30.04,48.58,
Papua New Guinea,PNG,Pacific,2007,1370.75,62.21,31.92,4.08,6963345.0,3.15,13.03,,,33.19,48.49,
Papua New Guinea,PNG,Pacific,2008,1624.79,62.51,31.55,4.01,7183002.0,3.11,13.02,,59.44,34.69,48.56,
Papua New Guinea,PNG,Pacific,2009,1568.83,62.77,31.07,3.94,7406438.0,3.06,13.01,,,36.54,48.48,
Papua New Guinea,PNG,Pacific,2010,1866.87,63.06,30.73,3.88,7633523.0,3.02,13.0,,,39.35,48.34,
Papua New Guinea,PNG,Pacific,2011,2288.38,63.38,30.3,3.82,7859346.0,2.92,13.0,,,52.49,48.74,
Papua New Guinea,PNG,Pacific,2012,2635.09,63.64,29.8,3.75,8081390.0,2.79,13.01,37.06,100.86,70.28,49.06,
Papua New Guinea,PNG,Pacific,2013,2560.77,63.93,29.35,3.68,8302698.0,2.7,13.06,,,76.75,49.39,
Papua New Guinea,PNG,Pacific,2014,2723.18,64.2,28.9,3.62,8523441.0,2.62,13.13,,101.78,89.08,49.53,
Papua New Guinea,PNG,Pacific,2015,2484.6,64.47,28.38,3.56,8743246.0,2.55,13.23,,,45.19,49.8,
Papua New Guinea,PNG,Pacific,2016,2316.39,64.7,27.86,3.5,8961718.0,2.47,13.37,,104.51,53.99,50.09,
Papua New Guinea,PNG,Pacific,2017,2477.77,64.92,27.36,3.43,9178714.0,2.39,13.52,,,55.25,50.42,
Papua New Guinea,PNG,Pacific,2018,2566.37,65.11,26.96,3.38,9394513.0,2.32,13.71,44.55,110.13,59.04,50.83,
Papua New Guinea,PNG,Pacific,2019,2575.77,65.33,26.47,3.32,9609010.0,2.26,13.93,46.27,105.32,59.9,51.14,
Papua New Guinea,PNG,Pacific,2020,2429.61,65.08,26.09,3.27,9815746.0,2.13,14.17,44.55,102.05,55.93,51.0,
Papua New Guinea,PNG,Pacific,2021,2607.58,64.36,25.58,3.22,10012896.0,1.99,14.44,45.85,101.94,61.03,51.67,
Papua New Guinea,PNG,Pacific,2022,3102.29,65.27,25.16,3.16,10203169.0,1.88,14.74,,111.09,81.11,51.99,
Papua New Guinea,PNG,Pacific,2023,2966.07,66.13,24.58,3.1,10389635.0,1.81,15.06,52.09,121.09,85.15,51.96,
Samoa,WSM,Pacific,2005,2550.04,71.49,29.52,4.32,186978.0,0.39,21.24,81.78,102.36,121.24,55.42,28.54
Samoa,WSM,Pacific,2006,2663.29,71.62,29.33,4.32,187709.0,0.39,20.96,81.54,102.46,133.42,55.34,29.61
Samoa,WSM,Pacific,2007,3038.62,71.6,29.33,4.36,188753.0,0.55,20.69,80.49,103.19,147.85,55.29,29.21
Samoa,WSM,Pacific,2008,3373.61,71.53,29.77,4.42,190107.0,0.71,20.4,,,156.89,55.14,27.86
Samoa,WSM,Pacific,2009,3279.18,69.49,30.14,4.47,191513.0,0.74,20.1,82.59,102.94,172.45,55.13,28.0
Samoa,WSM,Pacific,2010,3524.25,71.45,30.54,4.52,193023.0,0.79,19.83,84.04,107.65,185.44,54.92,27.72
Samoa,WSM,Pacific,2011,3821.51,71.39,30.78,4.56,194713.0,0.87,19.62,82.76,104.3,211.89,54.77,28.39
Samoa,WSM,Pacific,2012,3934.6,71.16,30.69,4.54,196498.0,0.91,19.48,82.38,104.04,197.02,54.87,26.24
Samoa,WSM,Pacific,2013,4023.53,71.23,30.53,4.49,198268.0,0.9,19.39,,,247.41,54.87,28.1
Samoa,WSM,Pacific,2014,3982.68,71.14,30.25,4.42,200037.0,0.89,19.31,87.45,106.65,252.31,54.84,27.59
Samoa,WSM,Pacific,2015,4084.36,71.06,29.82,4.34,201782.0,0.87,19.23,87.56,107.08,232.5,54.71,27.14
Samoa,WSM,Pacific,2016,4147.07,71.0,29.28,4.26,203499.0,0.85,19.13,87.35,107.32,238.35,54.5,28.78
Samoa,WSM,Pacific,2017,4307.59,70.99,28.8,4.2,205415.0,0.94,18.97,,106.41,220.82,54.43,29.66
Samoa,WSM,Pacific,2018,4231.81,71.05,28.49,4.14,207582.0,1.05,18.72,,103.78,200.41,52.35,31.97
Samoa,WSM,Pacific,2019,4351.94,70.27,27.96,4.06,209780.0,1.05,18.41,,103.1,242.91,50.15,35.03
Samoa,WSM,Pacific,2020,4099.6,70.73,27.45,4.0,211944.0,1.03,18.05,,101.99,252.78,47.57,29.2
Samoa,WSM,Pacific,2021,4021.56,71.1,26.89,3.94,213779.0,0.86,17.57,,104.73,285.65,45.59,11.47
Samoa,WSM,Pacific,2022,4132.45,71.55,26.1,3.88,215261.0,0.69,17.5,,103.31,259.95,43.73,11.49
Samoa,WSM,Pacific,2023,4822.74,71.7,25.4,3.83,216663.0,0.65,17.5,,101.62,292.81,43.44,26.21
Solomon Islands,SLB,Pacific,2005,1144.49,67.79,34.03,4.41,483080.0,1.77,17.6,30.67,98.36,89.03,84.45,27.3
Solomon Islands,SLB,Pacific,2006,1255.62,67.97,33.99,4.39,491594.0,1.75,18.05,35.71,104.06,87.75,84.47,27.06
Solomon Islands,SLB,Pacific,2007,1390.15,67.84,33.94,4.37,500156.0,1.73,18.53,36.74,105.48,89.11,84.51,32.15
Solomon Islands,SLB,Pacific,2008,1525.85,68.34,33.85,4.36,508790.0,1.71,19.04,,,75.67,84.46,34.73
Solomon Islands,SLB,Pacific,2009,1554.71,68.4,33.68,4.35,518141.0,1.82,19.56,,,93.88,84.51,29.16
Solomon Islands,SLB,Pacific,2010,1685.15,68.67,33.2,4.34,532968.0,2.82,20.12,50.95,114.76,74.18,84.34,35.15
Solomon Islands,SLB,Pacific,2011,1924.06,68.82,32.96,4.34,552945.0,3.68,20.73,49.32,114.16,95.51,84.24,50.15
Solomon Islands,SLB,Pacific,2012,2066.26,68.96,32.73,4.33,573606.0,3.67,21.39,49.05,110.13,100.85,84.3,49.91
Solomon Islands,SLB,Pacific,2013,2161.39,69.01,32.49,4.32,594945.0,3.65,22.1,,110.31,99.0,84.27,45.93
Solomon Islands,SLB,Pacific,2014,2164.95,68.98,32.55,4.36,616908.0,3.63,22.86,,108.98,105.85,84.37,42.34
Solomon Islands,SLB,Pacific,2015,2045.48,69.32,31.9,4.29,639415.0,3.58,23.66,,108.54,91.09,84.43,40.36
Solomon Islands,SLB,Pacific,2016,2082.62,69.5,31.14,4.2,662379.0,3.53,24.5,,108.67,94.33,84.34,39.73
Solomon Islands,SLB,Pacific,2017,2143.58,69.65,30.08,4.06,685672.0,3.46,25.38,,106.57,89.29,84.32,38.68
Solomon Islands,SLB,Pacific,2018,2278.2,69.81,29.15,3.93,709101.0,3.36,26.29,,100.19,88.04,84.3,42.13
Solomon Islands,SLB,Pacific,2019,2223.66,69.98,28.41,3.8,728147.0,2.65,27.28,,98.21,98.67,84.31,36.5
Solomon Islands,SLB,Pacific,2020,2063.33,69.26,27.97,3.75,744498.0,2.22,28.03,,89.6,101.0,83.52,27.94
Solomon Islands,SLB,Pacific,2021,2043.44,68.89,27.7,3.69,762591.0,2.4,28.69,,,98.8,83.91,26.56
Solomon Islands,SLB,Pacific,2022,1877.78,70.41,27.28,3.62,781066.0,2.39,29.35,,,96.75,84.28,28.13
Solomon Islands,SLB,Pacific,2023,1882.64,70.53,26.94,3.56,800005.0,2.4,30.01,,80.25,111.36,84.28,36.26
Tonga,TON,Pacific,2005,2477.73,70.56,30.01,4.2,105671.0,0.57,23.15,,111.58,108.29,57.62,17.84
Tonga,TON,Pacific,2006,2750.35,70.71,29.52,4.14,106253.0,0.55,23.18,97.87,110.63,149.23,57.36,14.56
Tonga,TON,Pacific,2007,2797.07,70.89,29.04,4.09,106726.0,0.44,23.22,102.24,110.23,134.56,57.14,12.22
Tonga,TON,Pacific,2008,3218.45,71.04,28.72,4.01,107020.0,0.28,23.29,103.85,112.81,190.87,56.96,15.99
Tonga,TON,Pacific,2009,2914.24,70.95,28.4,3.95,107203.0,0.17,23.36,104.44,113.07,118.79,56.78,13.62
Tonga,TON,Pacific,2010,3416.08,71.32,28.01,3.88,107400.0,0.18,23.42,105.64,113.93,166.58,56.5,12.5
Tonga,TON,Pacific,2011,3849.99,71.44,27.66,3.83,107570.0,0.16,23.46,107.05,115.24,193.44,56.17,16.25
Tonga,TON,Pacific,2012,4384.17,71.55,27.28,3.77,107460.0,-0.1,23.46,94.51,117.42,318.42,55.89,17.06
Tonga,TON,Pacific,2013,4219.25,71.65,26.87,3.7,107078.0,-0.36,23.42,95.46,117.89,171.82,55.64,20.3
Tonga,TON,Pacific,2014,4136.59,71.72,26.39,3.62,106609.0,-0.44,23.34,96.77,117.46,210.86,55.36,16.93
Tonga,TON,Pacific,2015,4123.9,71.85,25.83,3.54,106095.0,-0.48,23.24,103.26,117.36,181.91,55.04,16.96
Tonga,TON,Pacific,2016,3987.99,71.95,25.23,3.46,105524.0,-0.54,23.13,,,208.54,54.69,24.51
Tonga,TON,Pacific,2017,4365.93,72.07,24.51,3.39,105356.0,-0.16,22.97,,,246.34,54.35,22.18
Tonga,TON,Pacific,2018,4675.05,72.17,24.14,3.33,105567.0,0.2,22.7,,116.09,278.5,54.0,21.21
Tonga,TON,Pacific,2019,4788.83,72.29,23.85,3.27,105669.0,0.1,22.33,96.09,113.31,266.69,53.47,22.23
Tonga,TON,Pacific,2020,4792.36,72.38,23.63,3.23,105704.0,0.03,21.88,90.46,112.25,262.55,52.39,19.71
